company_id,broad_sector,cluster_id,metric,metric_label,metric_value,sector_mean,sector_std,sector_count,z_score,abs_z_score,outlier_flag,handling
BRITANNIA,Consumer Staples,0,return_on_capital_employed_pct,ROCE,56.243756,55.494785,55.115404,7,0.013589,0.013589,False,computed
BRITANNIA,Consumer Staples,0,asset_turnover,Asset Turnover,1.848435,1.122853,0.675973,7,1.073388,1.073388,False,computed
BRITANNIA,Consumer Staples,0,revenue_cagr_5yr,Revenue CAGR 5Yr,8.690024,10.130855,3.643796,7,-0.39542,0.39542,False,computed
BRITANNIA,Consumer Staples,0,fcf_conversion_pct,FCF Conversion,96.305652,34.023155,47.097394,7,1.322419,1.322419,False,computed
BRITANNIA,Consumer Staples,0,cfo_quality_score,CFO Quality Score,1.046539,1.017625,0.457261,7,0.063235,0.063235,False,computed
BRITANNIA,Consumer Staples,0,capex_intensity_pct,Capex Intensity,2.844535,9.069528,7.636651,7,-0.815147,0.815147,False,computed
CANBK,Financials,3,net_profit_margin_pct,Net Profit Margin,13.93516,38.238003,87.706652,23,-0.277092,0.277092,False,computed
CANBK,Financials,3,operating_profit_margin_pct,Operating Profit Margin,41.753907,53.425739,35.593822,22,-0.327917,0.327917,False,computed
CANBK,Financials,3,return_on_equity_pct,Return on Equity,16.716052,19.007093,13.021442,22,-0.175944,0.175944,False,computed
CANBK,Financials,3,debt_to_equity,Debt to Equity,14.86742,4.821046,4.225134,22,2.377765,2.377765,False,computed
CANBK,Financials,3,return_on_capital_employed_pct,ROCE,3.15607,81.288225,209.120203,21,-0.373623,0.373623,False,computed
CANBK,Financials,3,asset_turnover,Asset Turnover,0.071999,0.198326,0.309124,22,-0.408661,0.408661,False,computed
CANBK,Financials,3,revenue_cagr_5yr,Revenue CAGR 5Yr,18.175611,17.744843,5.304504,22,0.081208,0.081208,False,computed
CANBK,Financials,3,fcf_conversion_pct,FCF Conversion,28.812898,-132.589622,254.419738,22,0.634395,0.634395,False,computed
CANBK,Financials,3,cfo_quality_score,CFO Quality Score,4.069631,2.380893,8.557163,23,0.197348,0.197348,False,computed
CANBK,Financials,3,capex_intensity_pct,Capex Intensity,1.583438,14.614712,23.266484,23,-0.560088,0.560088,False,computed
CHOLAFIN,Financials,3,net_profit_margin_pct,Net Profit Margin,17.846892,38.238003,87.706652,23,-0.232492,0.232492,False,computed
CHOLAFIN,Financials,3,operating_profit_margin_pct,Operating Profit Margin,28.101028,53.425739,35.593822,22,-0.711492,0.711492,False,computed
CHOLAFIN,Financials,3,return_on_equity_pct,Return on Equity,17.455214,19.007093,13.021442,22,-0.119179,0.119179,False,computed
CHOLAFIN,Financials,3,debt_to_equity,Debt to Equity,6.863421,4.821046,4.225134,22,0.483387,0.483387,False,computed
CHOLAFIN,Financials,3,return_on_capital_employed_pct,ROCE,3.510787,81.288225,209.120203,21,-0.371927,0.371927,False,computed
CHOLAFIN,Financials,3,asset_turnover,Asset Turnover,0.122302,0.198326,0.309124,22,-0.245932,0.245932,False,computed
CHOLAFIN,Financials,3,revenue_cagr_5yr,Revenue CAGR 5Yr,21.939165,17.744843,5.304504,22,0.790709,0.790709,False,computed
CHOLAFIN,Financials,3,fcf_conversion_pct,FCF Conversion,-715.654596,-132.589622,254.419738,22,-2.291744,2.291744,False,computed
CHOLAFIN,Financials,3,cfo_quality_score,CFO Quality Score,-6.195325,2.380893,8.557163,23,-1.002227,1.002227,False,computed
CHOLAFIN,Financials,3,capex_intensity_pct,Capex Intensity,14.898502,14.614712,23.266484,23,0.012197,0.012197,False,computed
CIPLA,Healthcare,4,net_profit_margin_pct,Net Profit Margin,16.117017,16.09725,5.874497,6,0.003365,0.003365,False,computed
CIPLA,Healthcare,4,operating_profit_margin_pct,Operating Profit Margin,75.591682,33.813647,21.510619,6,1.942205,1.942205,False,computed
CIPLA,Healthcare,4,return_on_equity_pct,Return on Equity,15.554557,16.635887,4.542244,6,-0.238061,0.238061,False,computed
CIPLA,Healthcare,4,debt_to_equity,Debt to Equity,0.020932,0.249827,0.33733,6,-0.67855,0.67855,False,computed
CIPLA,Healthcare,4,return_on_capital_employed_pct,ROCE,71.545938,32.155045,20.046062,6,1.965019,1.965019,False,computed
CIPLA,Healthcare,4,asset_turnover,Asset Turnover,0.792242,0.744747,0.221416,6,0.214506,0.214506,False,computed
CIPLA,Healthcare,4,revenue_cagr_5yr,Revenue CAGR 5Yr,9.51386,10.698731,2.687796,6,-0.440834,0.440834,False,computed
CIPLA,Healthcare,4,fcf_conversion_pct,FCF Conversion,5.912847,42.13186,39.57804,6,-0.915129,0.915129,False,computed
CIPLA,Healthcare,4,cfo_quality_score,CFO Quality Score,1.412223,1.793315,0.891238,6,-0.427599,0.427599,False,computed
CIPLA,Healthcare,4,capex_intensity_pct,Capex Intensity,11.569799,6.754895,5.458638,6,0.882071,0.882071,False,computed
COALINDIA,Materials,1,net_profit_margin_pct,Net Profit Margin,26.256288,10.916177,8.131072,9,1.886604,1.886604,False,computed
COALINDIA,Materials,1,operating_profit_margin_pct,Operating Profit Margin,66.293808,31.761388,26.886179,9,1.284393,1.284393,False,computed
COALINDIA,Materials,1,return_on_equity_pct,Return on Equity,45.16983,16.069204,14.417459,9,2.01843,2.01843,False,computed
COALINDIA,Materials,1,debt_to_equity,Debt to Equity,0.078847,0.370539,0.417624,9,-0.698456,0.698456,False,computed
COALINDIA,Materials,1,return_on_capital_employed_pct,ROCE,105.751067,42.281564,40.609741,9,1.562913,1.562913,False,computed
COALINDIA,Materials,1,asset_turnover,Asset Turnover,0.601869,0.805806,0.217015,9,-0.939736,0.939736,False,computed
COALINDIA,Materials,1,revenue_cagr_5yr,Revenue CAGR 5Yr,7.402891,9.119603,4.440099,9,-0.386638,0.386638,False,computed
COALINDIA,Materials,1,fcf_conversion_pct,FCF Conversion,14.432127,9.854444,32.807634,9,0.139531,0.139531,False,computed
COALINDIA,Materials,1,cfo_quality_score,CFO Quality Score,1.02165,1.481354,1.979169,9,-0.232272,0.232272,False,computed
COALINDIA,Materials,1,capex_intensity_pct,Capex Intensity,3.151963,10.683582,7.40191,9,-1.017524,1.017524,False,computed
DABUR,Consumer Staples,0,net_profit_margin_pct,Net Profit Margin,14.600129,13.336141,10.026286,7,0.126067,0.126067,False,computed
DABUR,Consumer Staples,0,operating_profit_margin_pct,Operating Profit Margin,19.348597,30.19953,21.505999,7,-0.504554,0.504554,False,computed
DABUR,Consumer Staples,0,return_on_equity_pct,Return on Equity,18.35597,34.471273,40.973641,7,-0.393309,0.393309,False,computed
DABUR,Consumer Staples,0,debt_to_equity,Debt to Equity,0.138354,0.181566,0.176426,7,-0.24493,0.24493,False,computed
DABUR,Consumer Staples,0,return_on_capital_employed_pct,ROCE,25.661117,55.494785,55.115404,7,-0.541295,0.541295,False,computed
DABUR,Consumer Staples,0,asset_turnover,Asset Turnover,0.820587,1.122853,0.675973,7,-0.447157,0.447157,False,computed
DABUR,Consumer Staples,0,revenue_cagr_5yr,Revenue CAGR 5Yr,7.814065,10.130855,3.643796,7,-0.635818,0.635818,False,computed
DABUR,Consumer Staples,0,fcf_conversion_pct,FCF Conversion,43.416667,34.023155,47.097394,7,0.199449,0.199449,False,computed
DABUR,Consumer Staples,0,cfo_quality_score,CFO Quality Score,1.076638,1.017625,0.457261,7,0.129059,0.129059,False,computed
DABUR,Consumer Staples,0,capex_intensity_pct,Capex Intensity,7.82812,9.069528,7.636651,7,-0.162559,0.162559,False,computed
DIVISLAB,Healthcare,0,net_profit_margin_pct,Net Profit Margin,20.395156,16.09725,5.874497,6,0.731621,0.731621,False,computed
DIVISLAB,Healthcare,0,operating_profit_margin_pct,Operating Profit Margin,28.170809,33.813647,21.510619,6,-0.262328,0.262328,False,computed
DIVISLAB,Healthcare,0,return_on_equity_pct,Return on Equity,11.789846,16.635887,4.542244,6,-1.066883,1.066883,False,computed
DIVISLAB,Healthcare,0,debt_to_equity,Debt to Equity,0.000221,0.249827,0.33733,6,-0.739946,0.739946,False,computed
DIVISLAB,Healthcare,0,return_on_capital_employed_pct,ROCE,18.749079,32.155045,20.046062,6,-0.668758,0.668758,False,computed
DIVISLAB,Healthcare,0,asset_turnover,Asset Turnover,0.507439,0.744747,0.221416,6,-1.071776,1.071776,False,computed
DIVISLAB,Healthcare,0,revenue_cagr_5yr,Revenue CAGR 5Yr,9.66493,10.698731,2.687796,6,-0.384628,0.384628,False,computed
DIVISLAB,Healthcare,0,fcf_conversion_pct,FCF Conversion,44.886878,42.13186,39.57804,6,0.06961,0.06961,False,computed
DIVISLAB,Healthcare,0,cfo_quality_score,CFO Quality Score,0.929327,1.793315,0.891238,6,-0.969424,0.969424,False,computed
DIVISLAB,Healthcare,0,capex_intensity_pct,Capex Intensity,3.428936,6.754895,5.458638,6,-0.609302,0.609302,False,computed
DLF,Real Estate,0,net_profit_margin_pct,Net Profit Margin,42.383694,28.723836,19.317956,2,,,False,insufficient_sector_observations
DLF,Real Estate,0,operating_profit_margin_pct,Operating Profit Margin,33.048078,29.440867,5.101367,2,,,False,insufficient_sector_observations
DLF,Real Estate,0,return_on_equity_pct,Return on Equity,6.90827,7.902014,1.405366,2,,,False,insufficient_sector_observations
DLF,Real Estate,0,debt_to_equity,Debt to Equity,0.122594,0.28163,0.224911,2,,,False,insufficient_sector_observations
DLF,Real Estate,0,return_on_capital_employed_pct,ROCE,5.997967,8.388978,3.381401,2,,,False,insufficient_sector_observations
DLF,Real Estate,0,asset_turnover,Asset Turnover,0.108805,0.163687,0.077615,2,,,False,insufficient_sector_observations
DLF,Real Estate,0,revenue_cagr_5yr,Revenue CAGR 5Yr,-5.136731,-3.982292,1.632623,2,,,False,insufficient_sector_observations
DLF,Real Estate,0,fcf_conversion_pct,FCF Conversion,47.551789,15.614544,45.166086,2,,,False,insufficient_sector_observations
DLF,Real Estate,0,cfo_quality_score,CFO Quality Score,0.94649,7.128204,8.742262,2,,,False,insufficient_sector_observations
DLF,Real Estate,0,capex_intensity_pct,Capex Intensity,23.79026,26.178767,3.377859,2,,,False,insufficient_sector_observations
DMART,Consumer Discretionary,0,net_profit_margin_pct,Net Profit Margin,4.993207,11.500325,6.968452,14,-0.933797,0.933797,False,computed
DMART,Consumer Discretionary,0,operating_profit_margin_pct,Operating Profit Margin,8.084428,25.536186,24.661573,14,-0.70765,0.70765,False,computed
DMART,Consumer Discretionary,0,return_on_equity_pct,Return on Equity,13.562948,86.724106,232.104483,14,-0.315208,0.315208,False,computed
DMART,Consumer Discretionary,0,debt_to_equity,Debt to Equity,0.031661,0.698619,1.0975,14,-0.607707,0.607707,False,computed
DMART,Consumer Discretionary,0,return_on_capital_employed_pct,ROCE,22.037325,441.11496,1497.893148,14,-0.279778,0.279778,False,computed
DMART,Consumer Discretionary,0,asset_turnover,Asset Turnover,2.398876,5.157839,14.752203,14,-0.18702,0.18702,False,computed
DMART,Consumer Discretionary,0,revenue_cagr_5yr,Revenue CAGR 5Yr,20.483124,13.604579,8.800016,14,0.781651,0.781651,False,computed
DMART,Consumer Discretionary,0,fcf_conversion_pct,FCF Conversion,6.77058,24.626797,37.425658,14,-0.477112,0.477112,False,computed
DMART,Consumer Discretionary,0,cfo_quality_score,CFO Quality Score,1.068669,0.178076,4.295602,14,0.207327,0.207327,False,computed
DMART,Consumer Discretionary,0,capex_intensity_pct,Capex Intensity,4.85932,5.868292,5.264319,14,-0.191662,0.191662,False,computed
DRREDDY,Healthcare,0,net_profit_margin_pct,Net Profit Margin,19.913605,16.09725,5.874497,6,0.649648,0.649648,False,computed
DRREDDY,Healthcare,0,operating_profit_margin_pct,Operating Profit Margin,28.321017,33.813647,21.510619,6,-0.255345,0.255345,False,computed
DRREDDY,Healthcare,0,return_on_equity_pct,Return on Equity,19.742337,16.635887,4.542244,6,0.683902,0.683902,False,computed
DRREDDY,Healthcare,0,debt_to_equity,Debt to Equity,0.070857,0.249827,0.33733,6,-0.530548,0.530548,False,computed
DRREDDY,Healthcare,0,return_on_capital_employed_pct,ROCE,29.223956,32.155045,20.046062,6,-0.146218,0.146218,False,computed
DRREDDY,Healthcare,0,asset_turnover,Asset Turnover,0.722305,0.744747,0.221416,6,-0.101354,0.101354,False,computed
DRREDDY,Healthcare,0,revenue_cagr_5yr,Revenue CAGR 5Yr,12.639644,10.698731,2.687796,6,0.722121,0.722121,False,computed
DRREDDY,Healthcare,0,fcf_conversion_pct,FCF Conversion,6.416236,42.13186,39.57804,6,-0.90241,0.90241,False,computed
DRREDDY,Healthcare,0,cfo_quality_score,CFO Quality Score,1.342175,1.793315,0.891238,6,-0.506195,0.506195,False,computed
DRREDDY,Healthcare,0,capex_intensity_pct,Capex Intensity,14.401485,6.754895,5.458638,6,1.400824,1.400824,False,computed
EICHERMOT,Consumer Discretionary,0,net_profit_margin_pct,Net Profit Margin,24.195694,11.500325,6.968452,14,1.821835,1.821835,False,computed
EICHERMOT,Consumer Discretionary,0,operating_profit_margin_pct,Operating Profit Margin,26.179245,25.536186,24.661573,14,0.026075,0.026075,False,computed
EICHERMOT,Consumer Discretionary,0,return_on_equity_pct,Return on Equity,22.172347,86.724106,232.104483,14,-0.278115,0.278115,False,computed
EICHERMOT,Consumer Discretionary,0,debt_to_equity,Debt to Equity,0.02322,0.698619,1.0975,14,-0.615398,0.615398,False,computed
EICHERMOT,Consumer Discretionary,0,return_on_capital_employed_pct,ROCE,31.683276,441.11496,1497.893148,14,-0.273338,0.273338,False,computed
EICHERMOT,Consumer Discretionary,0,asset_turnover,Asset Turnover,0.71538,5.157839,14.752203,14,-0.301139,0.301139,False,computed
EICHERMOT,Consumer Discretionary,0,revenue_cagr_5yr,Revenue CAGR 5Yr,11.036936,13.604579,8.800016,14,-0.291777,0.291777,False,computed
EICHERMOT,Consumer Discretionary,0,fcf_conversion_pct,FCF Conversion,20.559021,24.626797,37.425658,14,-0.10869,0.10869,False,computed
EICHERMOT,Consumer Discretionary,0,cfo_quality_score,CFO Quality Score,0.998536,0.178076,4.295602,14,0.191,0.191,False,computed
EICHERMOT,Consumer Discretionary,0,capex_intensity_pct,Capex Intensity,17.138365,5.868292,5.264319,14,2.140842,2.140842,False,computed
GAIL,Energy,0,net_profit_margin_pct,Net Profit Margin,7.433122,16.022672,12.981687,14,-0.661667,0.661667,False,computed
GAIL,Energy,0,operating_profit_margin_pct,Operating Profit Margin,10.743988,33.596854,24.659114,14,-0.926751,0.926751,False,computed
GAIL,Energy,0,return_on_equity_pct,Return on Equity,12.86154,17.933799,11.243965,14,-0.451109,0.451109,False,computed
GAIL,Energy,0,debt_to_equity,Debt to Equity,0.28305,1.459648,1.634055,14,-0.720048,0.720048,False,computed
GAIL,Energy,0,return_on_capital_employed_pct,ROCE,17.193874,19.326477,8.626593,14,-0.247213,0.247213,False,computed
GAIL,Energy,0,asset_turnover,Asset Turnover,1.068088,0.653519,0.612361,14,0.677,0.677,False,computed
GAIL,Energy,0,revenue_cagr_5yr,Revenue CAGR 5Yr,11.825155,12.446835,8.494439,14,-0.073187,0.073187,False,computed
GAIL,Energy,0,fcf_conversion_pct,FCF Conversion,30.45969,18.263863,65.003647,14,0.187618,0.187618,False,computed
GAIL,Energy,0,cfo_quality_score,CFO Quality Score,0.990048,2.010569,1.208837,14,-0.844217,0.844217,False,computed
GAIL,Energy,0,capex_intensity_pct,Capex Intensity,6.174378,36.529155,59.038781,14,-0.51415,0.51415,False,computed
GODREJCP,Consumer Staples,0,net_profit_margin_pct,Net Profit Margin,-3.979852,13.336141,10.026286,7,-1.72706,1.72706,False,computed
GODREJCP,Consumer Staples,0,operating_profit_margin_pct,Operating Profit Margin,20.977582,30.19953,21.505999,7,-0.428808,0.428808,False,computed
GODREJCP,Consumer Staples,0,return_on_equity_pct,Return on Equity,-4.453088,34.471273,40.973641,7,-0.949985,0.949985,False,computed
GODREJCP,Consumer Staples,0,debt_to_equity,Debt to Equity,0.255755,0.181566,0.176426,7,0.420508,0.420508,False,computed
GODREJCP,Consumer Staples,0,return_on_capital_employed_pct,ROCE,4.728192,55.494785,55.115404,7,-0.921096,0.921096,False,computed
GODREJCP,Consumer Staples,0,asset_turnover,Asset Turnover,0.76642,1.122853,0.675973,7,-0.527289,0.527289,False,computed
GODREJCP,Consumer Staples,0,revenue_cagr_5yr,Revenue CAGR 5Yr,6.44708,10.130855,3.643796,7,-1.010972,1.010972,False,computed
GODREJCP,Consumer Staples,0,fcf_conversion_pct,FCF Conversion,-46.16165,34.023155,47.097394,7,-1.702532,1.702532,False,computed
GODREJCP,Consumer Staples,0,cfo_quality_score,CFO Quality Score,0.12562,1.017625,0.457261,7,-1.950756,1.950756,False,computed
GODREJCP,Consumer Staples,0,capex_intensity_pct,Capex Intensity,24.368615,9.069528,7.636651,7,2.003376,2.003376,False,computed
GRASIM,Industrials,0,net_profit_margin_pct,Net Profit Margin,7.578372,13.38406,9.880643,10,-0.587582,0.587582,False,computed
GRASIM,Industrials,0,operating_profit_margin_pct,Operating Profit Margin,20.763029,21.333371,15.56934,10,-0.036632,0.036632,False,computed
GRASIM,Industrials,0,return_on_equity_pct,Return on Equity,11.196463,874.176985,1808.577244,10,-0.47716,0.47716,False,computed
GRASIM,Industrials,0,debt_to_equity,Debt to Equity,1.547099,0.583291,0.619304,10,1.556276,1.556276,False,computed
GRASIM,Industrials,0,return_on_capital_employed_pct,ROCE,12.390172,841.721338,1710.114178,10,-0.484957,0.484957,False,computed
GRASIM,Industrials,0,asset_turnover,Asset Turnover,0.317818,20.647597,42.442182,10,-0.478999,0.478999,False,computed
GRASIM,Industrials,0,revenue_cagr_5yr,Revenue CAGR 5Yr,11.151726,10.876325,6.638909,10,0.041483,0.041483,False,computed
GRASIM,Industrials,0,fcf_conversion_pct,FCF Conversion,-124.408899,-30.851354,123.344214,10,-0.758508,0.758508,False,computed
GRASIM,Industrials,0,cfo_quality_score,CFO Quality Score,0.612814,1.17796,1.470801,10,-0.384243,0.384243,False,computed
GRASIM,Industrials,0,capex_intensity_pct,Capex Intensity,17.647238,13.741162,10.040116,10,0.389047,0.389047,False,computed
HAL,Industrials,2,net_profit_margin_pct,Net Profit Margin,24.999177,13.38406,9.880643,10,1.175543,1.175543,False,computed
HAL,Industrials,2,operating_profit_margin_pct,Operating Profit Margin,32.089135,21.333371,15.56934,10,0.69083,0.69083,False,computed
HAL,Industrials,2,return_on_equity_pct,Return on Equity,3816.582915,874.176985,1808.577244,10,1.626917,1.626917,False,computed
HAL,Industrials,2,debt_to_equity,Debt to Equity,0.61809,0.583291,0.619304,10,0.056191,0.056191,False,computed
HAL,Industrials,2,return_on_capital_employed_pct,ROCE,3617.391304,841.721338,1710.114178,10,1.62309,1.62309,False,computed
HAL,Industrials,2,asset_turnover,Asset Turnover,67.513333,20.647597,42.442182,10,1.104225,1.104225,False,computed
HAL,Industrials,2,revenue_cagr_5yr,Revenue CAGR 5Yr,8.712549,10.876325,6.638909,10,-0.325923,0.325923,False,computed
HAL,Industrials,2,fcf_conversion_pct,FCF Conversion,18.607037,-30.851354,123.344214,10,0.400979,0.400979,False,computed
HAL,Industrials,2,cfo_quality_score,CFO Quality Score,1.963075,1.17796,1.470801,10,0.533801,0.533801,False,computed
HAL,Industrials,2,capex_intensity_pct,Capex Intensity,21.105296,13.741162,10.040116,10,0.733471,0.733471,False,computed
HAVELLS,Industrials,0,net_profit_margin_pct,Net Profit Margin,6.837009,13.38406,9.880643,10,-0.662614,0.662614,False,computed
HAVELLS,Industrials,0,operating_profit_margin_pct,Operating Profit Margin,10.118343,21.333371,15.56934,10,-0.720328,0.720328,False,computed
HAVELLS,Industrials,0,return_on_equity_pct,Return on Equity,17.067275,874.176985,1808.577244,10,-0.473914,0.473914,False,computed
HAVELLS,Industrials,0,debt_to_equity,Debt to Equity,0.040688,0.583291,0.619304,10,-0.87615,0.87615,False,computed
HAVELLS,Industrials,0,return_on_capital_employed_pct,ROCE,27.483871,841.721338,1710.114178,10,-0.47613,0.47613,False,computed
HAVELLS,Industrials,0,asset_turnover,Asset Turnover,1.495214,20.647597,42.442182,10,-0.451258,0.451258,False,computed
HAVELLS,Industrials,0,revenue_cagr_5yr,Revenue CAGR 5Yr,13.037908,10.876325,6.638909,10,0.325593,0.325593,False,computed
HAVELLS,Industrials,0,fcf_conversion_pct,FCF Conversion,17.809676,-30.851354,123.344214,10,0.394514,0.394514,False,computed
HAVELLS,Industrials,0,cfo_quality_score,CFO Quality Score,1.053162,1.17796,1.470801,10,-0.08485,0.08485,False,computed
HAVELLS,Industrials,0,capex_intensity_pct,Capex Intensity,8.703604,13.741162,10.040116,10,-0.501743,0.501743,False,computed
HCLTECH,Information Technology,0,net_profit_margin_pct,Net Profit Margin,14.293123,13.605975,5.580071,5,0.123143,0.123143,False,computed
HCLTECH,Information Technology,0,operating_profit_margin_pct,Operating Profit Margin,22.015594,19.811732,6.9802,5,0.31573,0.31573,False,computed
HCLTECH,Information Technology,0,return_on_equity_pct,Return on Equity,23.013931,27.12772,15.314355,5,-0.268623,0.268623,False,computed
HCLTECH,Information Technology,0,debt_to_equity,Debt to Equity,0.08435,0.093288,0.007259,5,-1.231315,1.231315,False,computed
HCLTECH,Information Technology,0,return_on_capital_employed_pct,ROCE,34.71042,39.365916,18.586864,5,-0.250472,0.250472,False,computed
HCLTECH,Information Technology,0,asset_turnover,Asset Turnover,1.110165,1.278073,0.222732,5,-0.753855,0.753855,False,computed
HCLTECH,Information Technology,0,revenue_cagr_5yr,Revenue CAGR 5Yr,12.7103,15.019887,8.769128,5,-0.263377,0.263377,False,computed
HCLTECH,Information Technology,0,fcf_conversion_pct,FCF Conversion,65.459955,67.760424,31.153136,5,-0.073844,0.073844,False,computed
HCLTECH,Information Technology,0,cfo_quality_score,CFO Quality Score,1.371284,1.201282,0.242393,5,0.701349,0.701349,False,computed
HCLTECH,Information Technology,0,capex_intensity_pct,Capex Intensity,6.012028,5.084186,3.61915,5,0.25637,0.25637,False,computed
HDFCBANK,Financials,3,net_profit_margin_pct,Net Profit Margin,23.072882,38.238003,87.706652,23,-0.172907,0.172907,False,computed
HDFCBANK,Financials,3,operating_profit_margin_pct,Operating Profit Margin,61.41252,53.425739,35.593822,22,0.224387,0.224387,False,computed
HDFCBANK,Financials,3,return_on_equity_pct,Return on Equity,14.33974,19.007093,13.021442,22,-0.358436,0.358436,False,computed
HDFCBANK,Financials,3,debt_to_equity,Debt to Equity,6.808787,4.821046,4.225134,22,0.470456,0.470456,False,computed
HDFCBANK,Financials,3,return_on_capital_employed_pct,ROCE,4.887344,81.288225,209.120203,21,-0.365344,0.365344,False,computed
HDFCBANK,Financials,3,asset_turnover,Asset Turnover,0.070381,0.198326,0.309124,22,-0.413894,0.413894,False,computed
HDFCBANK,Financials,3,revenue_cagr_5yr,Revenue CAGR 5Yr,21.950984,17.744843,5.304504,22,0.792938,0.792938,False,computed
HDFCBANK,Financials,3,fcf_conversion_pct,FCF Conversion,20.47636,-132.589622,254.419738,22,0.601628,0.601628,False,computed
HDFCBANK,Financials,3,cfo_quality_score,CFO Quality Score,0.228845,2.380893,8.557163,23,-0.251491,0.251491,False,computed
HDFCBANK,Financials,3,capex_intensity_pct,Capex Intensity,5.852303,14.614712,23.266484,23,-0.376611,0.376611,False,computed
HDFCLIFE,Financials,1,net_profit_margin_pct,Net Profit Margin,1.551014,38.238003,87.706652,23,-0.418292,0.418292,False,computed
HDFCLIFE,Financials,1,operating_profit_margin_pct,Operating Profit Margin,99.476754,53.425739,35.593822,22,1.293792,1.293792,False,computed
HDFCLIFE,Financials,1,return_on_equity_pct,Return on Equity,10.732306,19.007093,13.021442,22,-0.635474,0.635474,False,computed
HDFCLIFE,Financials,1,debt_to_equity,Debt to Equity,0.064776,4.821046,4.225134,22,-1.125709,1.125709,False,computed
HDFCLIFE,Financials,1,return_on_capital_employed_pct,ROCE,646.465164,81.288225,209.120203,21,2.702641,2.702641,False,computed
HDFCLIFE,Financials,1,asset_turnover,Asset Turnover,0.33527,0.198326,0.309124,22,0.44301,0.44301,False,computed
HDFCLIFE,Financials,1,revenue_cagr_5yr,Revenue CAGR 5Yr,21.168134,17.744843,5.304504,22,0.645355,0.645355,False,computed
HDFCLIFE,Financials,1,fcf_conversion_pct,FCF Conversion,-2.865747,-132.589622,254.419738,22,0.509881,0.509881,False,computed
HDFCLIFE,Financials,1,cfo_quality_score,CFO Quality Score,5.829361,2.380893,8.557163,23,0.402992,0.402992,False,computed
HDFCLIFE,Financials,1,capex_intensity_pct,Capex Intensity,13.415187,14.614712,23.266484,23,-0.051556,0.051556,False,computed
HEROMOTOCO,Consumer Discretionary,1,net_profit_margin_pct,Net Profit Margin,9.902353,11.500325,6.968452,14,-0.229315,0.229315,False,computed
HEROMOTOCO,Consumer Discretionary,1,operating_profit_margin_pct,Operating Profit Margin,86.146762,25.536186,24.661573,14,2.457693,2.457693,False,computed
HEROMOTOCO,Consumer Discretionary,1,return_on_equity_pct,Return on Equity,21.142437,86.724106,232.104483,14,-0.282552,0.282552,False,computed
HEROMOTOCO,Consumer Discretionary,1,debt_to_equity,Debt to Equity,0.034239,0.698619,1.0975,14,-0.605358,0.605358,False,computed
HEROMOTOCO,Consumer Discretionary,1,return_on_capital_employed_pct,ROCE,177.918601,441.11496,1497.893148,14,-0.175711,0.175711,False,computed
HEROMOTOCO,Consumer Discretionary,1,asset_turnover,Asset Turnover,1.44492,5.157839,14.752203,14,-0.251686,0.251686,False,computed
HEROMOTOCO,Consumer Discretionary,1,revenue_cagr_5yr,Revenue CAGR 5Yr,2.153068,13.604579,8.800016,14,-1.301306,1.301306,False,computed
HEROMOTOCO,Consumer Discretionary,1,fcf_conversion_pct,FCF Conversion,9.50728,24.626797,37.425658,14,-0.403988,0.403988,False,computed
HEROMOTOCO,Consumer Discretionary,1,cfo_quality_score,CFO Quality Score,1.212099,0.178076,4.295602,14,0.240717,0.240717,False,computed
HEROMOTOCO,Consumer Discretionary,1,capex_intensity_pct,Capex Intensity,4.837387,5.868292,5.264319,14,-0.195829,0.195829,False,computed
HINDALCO,Materials,1,net_profit_margin_pct,Net Profit Margin,4.702216,10.916177,8.131072,9,-0.764224,0.764224,False,computed
HINDALCO,Materials,1,operating_profit_margin_pct,Operating Profit Margin,88.946203,31.761388,26.886179,9,2.126922,2.126922,False,computed
HINDALCO,Materials,1,return_on_equity_pct,Return on Equity,9.567011,16.069204,14.417459,9,-0.450994,0.450994,False,computed
HINDALCO,Materials,1,debt_to_equity,Debt to Equity,0.530929,0.370539,0.417624,9,0.384054,0.384054,False,computed
HINDALCO,Materials,1,return_on_capital_employed_pct,ROCE,118.214545,42.281564,40.609741,9,1.869822,1.869822,False,computed
HINDALCO,Materials,1,asset_turnover,Asset Turnover,0.936023,0.805806,0.217015,9,0.600036,0.600036,False,computed
HINDALCO,Materials,1,revenue_cagr_5yr,Revenue CAGR 5Yr,10.592434,9.119603,4.440099,9,0.331711,0.331711,False,computed
HINDALCO,Materials,1,fcf_conversion_pct,FCF Conversion,5.096049,9.854444,32.807634,9,-0.145039,0.145039,False,computed
HINDALCO,Materials,1,cfo_quality_score,CFO Quality Score,2.765677,1.481354,1.979169,9,0.64892,0.64892,False,computed
HINDALCO,Materials,1,capex_intensity_pct,Capex Intensity,6.606255,10.683582,7.40191,9,-0.550848,0.550848,False,computed
HINDUNILVR,Consumer Staples,1,net_profit_margin_pct,Net Profit Margin,16.611736,13.336141,10.026286,7,0.326701,0.326701,False,computed
HINDUNILVR,Consumer Staples,1,operating_profit_margin_pct,Operating Profit Margin,76.316725,30.19953,21.505999,7,2.144387,2.144387,False,computed
HINDUNILVR,Consumer Staples,1,return_on_equity_pct,Return on Equity,20.074974,34.471273,40.973641,7,-0.351355,0.351355,False,computed
